 Node ID, Tensor(Element Stresses (2D & 3D)),
5128,2.147E-01 -1.317E-01 3.528E+01 -5.139E-02 -2.093E+00 6.679E-01 ,
5129,-1.058E-01 -4.535E-01 1.718E+01 -1.192E-01 -8.756E+00 2.350E-01 ,
5130,2.117E-03 -4.492E-01 1.822E+01 -7.192E-02 -8.326E+00 2.315E-01 ,
5131,1.897E-01 -5.453E-02 3.421E+01 -8.694E-04 -1.976E+00 8.180E-01 ,
5132,2.801E-01 4.086E-02 3.521E+01 -2.015E-02 -2.205E+00 8.718E-01 ,
5133,-1.997E-02 -1.579E-01 2.315E+01 -4.454E-02 -6.856E+00 2.720E-01 ,
5134,2.793E-01 -1.072E-02 3.399E+01 6.762E-02 -2.244E+00 9.926E-01 ,
5135,1.144E-02 3.147E-03 1.668E+01 -3.943E-02 -3.071E+00 -1.018E+00 ,
5136,1.154E-01 -1.253E-01 2.007E+01 1.032E-01 -4.538E+00 -4.408E-01 ,
5137,1.338E-01 -2.806E-01 2.091E+01 -9.251E-02 -7.811E+00 2.911E-01 ,
5138,3.547E-01 4.411E-02 3.545E+01 -8.209E-02 -2.196E+00 7.988E-01 ,
5139,1.540E-01 2.805E-02 2.514E+01 8.397E-02 -2.413E+00 -1.058E+00 ,
5140,1.461E-01 -1.321E-01 2.548E+01 -9.671E-02 -6.494E+00 3.137E-01 ,
5141,9.346E-02 -5.868E-02 3.761E+01 6.406E-02 -2.127E+00 6.222E-01 ,
5142,1.215E-01 1.538E-02 3.303E+01 5.140E-03 -4.141E+00 2.618E-01 ,
5143,-8.040E-02 -4.994E-02 3.289E+01 -1.330E-01 -4.491E+00 2.737E-01 ,
5144,2.609E-01 -3.425E-02 4.185E+01 -2.293E-02 -1.719E+00 9.043E-01 ,
5145,-5.650E-02 -2.969E-01 2.782E+01 -1.690E-01 -6.208E+00 2.685E-01 ,
5146,1.307E-01 2.145E-02 3.228E+01 4.256E-02 -2.397E+00 -5.644E-01 ,
5147,3.873E-02 -2.204E-01 3.333E+01 1.824E-02 -2.254E+00 -8.543E-01 ,
5148,-9.570E-02 -2.294E-01 2.423E+01 -1.998E-01 -7.594E+00 1.602E-01 ,
5149,5.157E-02 -3.503E-01 2.147E+01 4.230E-02 -7.442E+00 -2.322E-01 ,
5150,1.957E-01 -1.786E-01 3.454E+01 -6.136E-02 -2.017E+00 -8.569E-01 ,
5151,1.207E-01 -4.071E-01 2.925E+01 7.065E-02 -4.546E+00 -3.629E-01 ,
5152,3.387E-04 -2.047E-01 3.141E+01 -2.475E-01 -5.687E+00 3.008E-01 ,
5153,3.631E-02 -1.466E-01 3.701E+01 -1.213E-01 -4.202E+00 3.517E-01 ,
5154,1.055E-01 -1.267E-01 2.057E+01 1.453E-01 -7.787E+00 -2.425E-01 ,
5155,4.810E-01 -4.117E-02 4.721E+01 3.746E-02 -2.012E+00 7.671E-01 ,
5156,1.609E-01 -1.761E-01 3.678E+01 -2.284E-01 -4.767E+00 4.342E-01 ,
5157,8.824E-02 -2.250E-01 3.374E+01 -1.586E-01 -5.327E+00 3.705E-01 ,
5158,5.824E-02 -7.992E-01 1.330E+01 9.890E-02 -9.491E+00 -2.119E-01 ,
5159,1.191E+00 1.888E-01 4.595E+01 -1.298E-01 -2.206E+00 2.835E-01 ,
5160,-9.516E+00 -8.783E+00 -2.566E+01 -1.856E-01 -6.126E+00 1.415E+00 ,
5161,-5.829E-02 -2.047E-01 5.124E+00 -3.557E-01 -9.706E+00 -3.202E-02 ,
5162,1.056E+00 -2.191E-02 4.886E+01 -3.344E-02 -1.694E+00 4.104E-01 ,
5163,-7.984E-02 -2.320E-01 1.603E+01 -3.143E-01 -8.641E+00 2.310E-01 ,
5164,1.047E-01 4.122E-02 2.039E+01 -3.535E-02 -2.348E+00 -2.051E-01 ,
5165,1.902E-01 1.823E-01 1.867E+01 -3.484E-01 -8.318E+00 1.639E-01 ,
5166,9.342E-02 -3.899E-01 1.491E+01 -3.056E-01 -8.772E+00 6.047E-02 ,
5167,5.322E-02 -1.600E-01 1.697E+01 -2.417E-01 -8.635E+00 9.861E-02 ,
5168,-9.623E-02 -3.142E-01 1.806E+01 -2.099E-01 -8.510E+00 1.548E-01 ,
5169,3.589E-01 -1.700E-01 3.808E+01 -2.337E-01 -1.657E+00 7.148E-01 ,
5170,-1.492E-01 -3.217E-01 7.573E+00 -1.730E-01 -1.001E+01 -5.207E-02 ,
5171,2.331E-02 -8.896E-01 6.724E+00 7.879E-02 -1.040E+01 -4.504E-02 ,
5172,3.176E-01 3.828E-02 3.192E+01 1.772E-02 -2.145E+00 -1.685E-01 ,
5173,-4.786E-03 -6.371E-01 8.175E+00 4.507E-02 -9.991E+00 -5.829E-02 ,
5174,-9.239E-03 -3.468E-01 4.041E+00 -2.553E-01 -9.690E+00 5.929E-02 ,
5175,-1.054E-01 -4.614E-01 -1.800E+01 1.289E-01 -7.672E+00 3.841E-03 ,
5176,4.101E-01 3.533E-02 3.411E+01 -4.086E-02 -1.996E+00 -1.503E-01 ,
5177,-8.373E-02 -7.496E-01 2.963E+00 1.769E-01 -1.060E+01 -1.864E-02 ,
5178,-7.484E-02 -1.030E+00 1.583E+00 8.431E-02 -1.045E+01 -5.313E-02 ,
5179,2.637E-01 -1.401E-01 2.614E+01 -4.699E-02 -2.346E+00 -4.865E-01 ,
5180,-9.507E-01 -1.889E-01 -4.701E+01 4.176E-01 -1.983E+00 1.902E-01 ,
5181,-3.047E-01 2.502E-01 -2.535E+01 -4.098E-01 -7.192E+00 -3.683E-01 ,
5182,-6.459E-01 2.525E-01 -5.191E+01 6.126E-02 -1.810E+00 -2.160E-01 ,
5183,-2.276E-01 6.687E-02 -4.137E+01 3.667E-02 -2.053E+00 -5.156E-01 ,
5184,-5.124E-01 1.474E-01 -4.395E+01 -4.223E-02 -1.650E+00 -5.712E-01 ,
5185,-5.182E-01 2.265E-01 1.022E+01 -1.363E-02 -2.104E+00 -4.185E-01 ,
5186,-5.174E-02 -3.599E-02 -3.141E+01 1.939E-02 -3.898E+00 -2.316E-01 ,
5187,-7.981E-02 1.461E-01 -3.617E+01 -8.507E-02 -1.583E+00 -4.013E-01 ,
5188,1.322E-02 -1.467E+00 1.871E+00 -3.422E-02 -1.077E+01 7.400E-02 ,
5189,-8.508E-02 -1.530E+00 1.990E+00 1.115E-01 -1.084E+01 5.786E-02 ,
5190,8.836E-03 -1.952E-01 -3.581E+01 -5.237E-02 -1.838E+00 -3.519E-01 ,
5191,-7.272E-03 -3.238E-01 9.075E+00 4.070E-02 -1.064E+01 -1.443E-01 ,
5192,7.780E-02 -5.402E-01 1.287E+01 2.799E-02 -9.602E+00 -1.692E-01 ,
5193,-2.255E-01 -7.247E-02 -4.014E+01 2.010E-01 -1.857E+00 -6.718E-01 ,
5194,-9.500E-02 -1.643E-01 2.432E+01 2.228E-02 -4.917E+00 -3.656E-01 ,
5195,-9.856E-03 -3.118E-01 2.096E+01 1.191E-01 -5.315E+00 -3.499E-01 ,
5196,1.239E-02 1.884E-01 -3.166E+01 -3.226E-01 -5.649E+00 -3.964E-01 ,
5197,4.719E-02 2.186E-03 1.796E+01 -3.347E-02 -2.498E+00 -7.830E-01 ,
5198,-3.265E+00 -1.503E-01 -5.449E+01 2.514E-01 -1.869E+00 1.777E-01 ,
5199,-5.247E-02 5.430E-01 8.395E+00 -4.178E-02 -7.444E+00 -2.478E-01 ,
5200,5.189E-02 6.121E-01 8.520E+00 -7.341E-02 -5.779E+00 -3.320E-01 ,
5201,-3.421E-02 9.288E-02 1.245E+01 -3.159E-02 -2.666E+00 -9.961E-01 ,
5202,-7.286E+00 -2.326E-01 -5.962E+01 1.243E-01 -1.843E+00 -1.401E-01 ,
5203,-7.723E-02 4.358E-02 1.059E+01 3.663E-03 -2.915E+00 -7.228E-01 ,
5204,7.780E-02 9.683E-02 1.478E+01 -6.037E-02 -2.767E+00 -9.731E-01 ,
5205,8.950E-03 -1.224E-01 1.460E+01 -7.275E-02 -3.006E+00 -7.047E-01 ,
5206,-1.099E-01 1.447E-01 1.049E+01 -3.221E-02 -5.577E+00 -3.612E-01 ,
5207,-4.589E-04 -5.259E-02 1.389E+01 7.334E-03 -5.732E+00 -4.447E-01 ,
5208,1.115E-01 -2.961E-01 1.509E+01 -4.237E-02 -7.004E+00 -4.292E-01 ,
5209,4.197E-02 -1.193E-01 1.705E+01 1.129E-01 -4.807E+00 -5.274E-01 ,
5210,6.788E-03 -5.941E-02 2.135E+01 1.484E-02 -2.299E+00 -9.717E-01 ,
5211,7.666E-02 2.345E-02 2.399E+01 -7.086E-02 -1.888E+00 -1.115E+00 ,
5212,3.586E-02 -2.297E-01 2.440E+01 1.480E-02 -2.798E+00 -7.824E-01 ,
5213,-4.670E-02 7.346E-02 -3.960E+01 5.258E-02 -2.183E+00 -4.467E-01 ,
5214,2.829E-01 1.072E-01 2.734E+01 -1.022E-01 -2.018E+00 -1.109E+00 ,
5215,1.887E-01 -2.366E-02 3.173E+01 1.135E-02 -2.031E+00 -9.138E-01 ,
5216,1.768E-01 7.300E-03 2.741E+01 1.609E-02 -4.075E+00 -4.690E-01 ,
5217,4.148E-01 2.168E-01 3.125E+01 3.127E-02 -2.151E+00 -1.039E+00 ,
5218,7.761E-02 -2.573E-01 -3.762E+00 -1.985E-01 -9.942E+00 -6.715E-02 ,
5219,-6.814E-02 1.458E-01 -3.600E+01 1.501E-01 -2.096E+00 -2.959E-02 ,
5220,-1.094E-01 1.265E-01 -3.922E+01 1.147E-01 -2.285E+00 -7.043E-01 ,
5221,2.201E-01 3.556E-02 2.744E+01 3.200E-02 -2.207E+00 -1.075E+00 ,
5222,-5.079E-02 -2.608E-01 2.081E+01 7.972E-02 -6.477E+00 -3.500E-01 ,
5223,1.741E-01 -1.130E-01 2.336E+01 -6.225E-02 -2.480E+00 -6.022E-01 ,
5224,-2.033E-02 -3.140E-01 2.018E+01 4.910E-02 -7.022E+00 -2.393E-01 ,
5225,1.218E-01 -2.193E-01 1.825E+01 4.782E-02 -6.893E+00 -3.095E-01 ,
5226,1.795E-01 -1.033E-02 2.555E+01 -5.633E-02 -2.323E+00 -1.105E+00 ,
5227,-9.397E-01 -1.749E-01 -4.571E+01 -2.231E-01 -1.795E+00 -4.044E-01 ,
5228,8.925E-02 -2.220E-04 2.355E+01 3.693E-02 -2.285E+00 -1.066E+00 ,
5229,6.106E-02 -1.073E-01 2.088E+01 -5.710E-02 -2.422E+00 -1.065E+00 ,
5230,6.853E-02 -2.618E-01 1.787E+01 4.989E-02 -6.149E+00 -3.559E-01 ,
5231,1.102E-01 7.789E-04 1.837E+01 -3.244E-02 -2.595E+00 -1.110E+00 ,
5232,7.248E-02 1.709E-01 1.459E+01 1.784E-02 -2.669E+00 -1.121E+00 ,
5233,-1.483E-01 9.710E-02 9.955E+00 -2.674E-02 -2.495E+00 -1.030E+00 ,
5234,-2.860E-02 -2.845E-01 4.262E+00 4.274E-01 -8.883E+00 -2.572E-02 ,
5235,-4.660E-01 1.434E-01 1.045E+01 -1.565E-02 -1.940E+00 -7.260E-01 ,
5236,-1.192E-01 1.327E-01 1.234E+01 4.378E-02 -2.473E+00 -1.171E+00 ,
5237,-1.587E-01 -3.106E-02 1.443E+01 -1.445E-02 -2.338E+00 -9.806E-01 ,
5238,2.697E-02 2.262E-01 9.337E+00 -2.566E-02 -9.499E+00 -2.164E-01 ,
5239,3.471E-03 -1.735E-01 1.008E+01 -9.986E-03 -9.727E+00 -1.863E-01 ,
5240,-7.412E-02 -2.986E-01 -1.351E+01 -1.372E-01 -8.625E+00 -7.441E-02 ,
5241,-4.766E-01 -4.834E-03 1.032E+01 -9.019E-03 -2.492E+00 -7.722E-01 ,
5242,-1.592E-01 6.301E-02 -4.075E+01 -5.227E-03 -2.127E+00 -3.662E-01 ,
5243,-8.866E-02 -1.430E-01 1.645E+01 1.264E-02 -2.232E+00 -2.015E-01 ,
5244,8.173E-01 2.243E+01 1.981E-01 -1.316E+00 -4.756E+00 2.599E-01 ,
5245,-8.305E-02 -6.380E-01 8.836E+00 5.653E-02 -1.087E+01 -1.222E-01 ,
5246,9.510E-03 -7.892E-01 1.160E+01 6.886E-02 -1.000E+01 -1.842E-01 ,
5247,-1.102E-01 -4.265E-02 -3.663E+01 1.084E-01 -2.594E+00 -4.437E-01 ,
5248,2.391E-01 -6.375E-02 2.914E+01 -7.022E-03 -2.415E+00 -5.978E-02 ,
5249,3.379E-01 1.347E-02 3.269E+01 1.551E-02 -1.950E+00 -9.267E-01 ,
5250,-5.846E-02 -5.366E-01 1.348E+01 1.591E-01 -9.220E+00 -4.849E-02 ,
5251,2.655E-01 3.000E-02 3.235E+01 2.664E-02 -2.053E+00 -5.748E-01 ,
5252,4.166E-02 -7.331E-01 5.816E+00 9.541E-02 -1.018E+01 -5.986E-02 ,
5253,4.766E-01 9.157E-03 3.255E+01 6.402E-03 -1.989E+00 -3.660E-01 ,
5254,2.457E-01 3.584E-02 2.452E+01 9.171E-03 -2.192E+00 4.474E-02 ,
5255,-5.936E-03 -2.936E-02 -2.757E+01 7.648E-02 -1.380E+00 -2.148E-02 ,
5256,2.920E-01 5.854E-02 2.673E+01 1.649E-02 -2.108E+00 -1.967E-01 ,
5257,9.958E-02 -1.125E+00 6.170E+00 6.419E-02 -1.069E+01 -7.353E-02 ,
5258,4.326E-01 -3.077E-03 2.814E+01 4.302E-02 -2.343E+00 -3.138E-01 ,
5259,1.320E-02 -9.799E-01 4.884E+00 9.390E-02 -1.056E+01 -4.632E-02 ,
5260,-4.082E-02 -8.677E-01 1.094E+01 5.431E-02 -9.991E+00 -5.692E-02 ,
5261,6.153E-02 -2.209E-01 -2.280E+01 -4.474E-02 -6.621E+00 -1.692E-01 ,
5262,3.404E-01 4.250E-02 2.867E+01 -4.365E-02 -1.968E+00 -4.121E-01 ,
5263,-1.273E-02 -9.829E-01 8.050E+00 7.072E-02 -1.063E+01 -1.193E-01 ,
5264,1.034E-01 -7.376E-01 9.752E+00 6.192E-02 -1.011E+01 -8.806E-02 ,
5265,3.051E-01 9.637E-03 2.980E+01 3.226E-02 -2.073E+00 -4.948E-01 ,
5266,1.240E-01 -5.880E-02 -3.151E+01 -2.689E-02 -4.381E+00 -1.954E-01 ,
5267,3.160E-01 -8.413E-02 2.814E+01 -1.645E-02 -2.213E+00 -5.771E-01 ,
5268,1.444E-01 -1.747E-01 2.327E+01 -5.207E-03 -2.420E+00 -8.440E-01 ,
5269,5.295E-02 -4.687E-01 1.309E+01 1.200E-02 -8.855E+00 -2.500E-01 ,
5270,-1.006E-02 6.065E-02 1.167E+00 -9.591E-01 -7.545E+00 -4.539E-02 ,
5271,3.379E-01 1.679E-01 3.083E+01 -1.305E-03 -1.962E+00 -6.185E-01 ,
5272,5.364E-02 -4.447E-01 -6.761E+00 -1.893E-01 -9.742E+00 6.266E-02 ,
5273,1.073E-01 9.446E-03 -3.607E+01 1.175E-01 -1.962E+00 -7.819E-02 ,
5274,1.414E-01 -6.960E-02 1.138E+01 -4.176E-03 -8.911E+00 -2.211E-01 ,
5275,-3.786E-03 -6.203E-02 1.659E+01 3.146E-02 -2.408E+00 -1.125E+00 ,
5276,1.693E-01 1.192E-01 -8.372E+00 -4.382E-01 -9.093E+00 -1.466E-01 ,
5277,2.795E-01 -1.414E-01 2.217E+01 -1.203E-01 -1.668E+00 -1.028E+00 ,
5278,-1.260E+00 -3.337E-02 -5.027E+01 1.246E-01 -1.619E+00 -3.721E-01 ,
5279,6.326E-02 -8.301E-03 -1.076E+01 -2.769E-01 -9.088E+00 -1.476E-01 ,
5280,-7.595E-02 -1.402E-01 1.143E+01 3.263E-01 -9.078E+00 -2.980E-02 ,
5281,-4.430E-03 -4.849E-01 1.414E+01 3.828E-02 -9.224E+00 -8.388E-02 ,
5282,3.438E-01 2.190E-01 3.091E+01 -6.520E-02 -1.908E+00 -1.014E+00 ,
5283,-2.760E-02 2.439E-01 -1.730E+00 -3.167E-01 -9.594E+00 -1.038E-01 ,
5284,3.716E-02 -7.849E-01 1.240E+01 4.221E-02 -9.551E+00 -2.281E-01 ,
5285,8.010E-03 -5.264E-01 1.806E+01 1.174E-02 -8.193E+00 -1.811E-01 ,
5286,-2.323E-03 -4.735E-01 1.539E+01 6.318E-02 -8.352E+00 -2.108E-01 ,
5287,1.409E-01 -1.804E-01 2.384E+01 -4.517E-02 -2.178E+00 -1.200E+00 ,
5288,2.432E-01 4.522E-02 2.035E+01 -1.972E-02 -2.560E+00 -1.090E+00 ,
5289,1.452E-01 -2.334E-01 1.543E+01 2.395E-02 -7.990E+00 -2.848E-01 ,
5290,-8.780E-02 -8.351E-03 1.407E+01 4.092E-02 -2.994E+00 -1.028E+00 ,
5291,6.004E-02 -3.228E-01 1.317E+01 -6.778E-02 -7.884E+00 -2.664E-01 ,
5292,-1.084E+00 4.114E-01 1.742E+00 -5.859E-02 -1.001E+00 -3.505E-01 ,
5293,1.028E-02 3.224E-02 1.849E+01 -1.779E-02 -2.173E+00 -1.043E+00 ,
5294,-1.772E+00 2.070E-03 -5.410E+01 -1.621E-02 -1.669E+00 2.148E-01 ,
5295,-2.493E-01 6.763E-02 1.210E+01 -2.560E-02 -2.227E+00 -9.999E-01 ,
5296,-9.155E-03 4.486E-01 9.136E+00 -7.933E-02 -8.832E+00 -2.502E-01 ,
5297,3.589E-02 -3.882E-01 1.152E+01 1.323E-02 -9.334E+00 -2.338E-01 ,
5298,4.325E-02 6.921E-01 7.914E+00 -4.577E-02 -9.947E+00 -2.042E-01 ,
5299,-3.940E-01 3.675E-02 9.942E+00 -5.218E-02 -2.160E+00 -9.528E-01 ,
5300,-6.125E-03 -4.819E-01 1.020E+01 6.885E-02 -1.027E+01 -1.998E-01 ,
5301,-1.042E-01 -1.161E-01 1.671E+01 -1.226E-02 -2.194E+00 -1.051E+00 ,
5302,-3.142E-01 1.121E+01 4.707E-01 -2.250E-01 -3.336E+00 2.354E-02 ,
5303,-1.010E+00 4.312E-01 -4.898E+01 -2.039E-02 -1.646E+00 -3.804E-01 ,
5304,1.491E-02 4.704E-01 7.355E+00 -3.345E-02 -1.079E+01 -1.616E-01 ,
5305,-3.625E-01 1.015E-01 1.213E+01 -3.450E-03 -2.349E+00 -4.795E-01 ,
5306,-1.124E-01 -1.260E-01 1.688E+01 -7.864E-03 -2.294E+00 -5.312E-01 ,
5307,-1.065E-01 4.742E-03 1.628E+01 -3.098E-02 -2.219E+00 -8.321E-01 ,
5308,1.453E-01 4.929E-01 -4.371E+01 -1.602E-01 -3.251E+00 -4.587E-01 ,
5309,6.878E-04 1.584E+00 4.566E+00 1.484E-02 -1.236E+01 3.849E-02 ,
5310,-1.347E+01 -1.401E+01 -5.748E+01 6.524E-02 -6.843E+00 9.802E+00 ,
5311,1.913E-01 -2.973E-02 2.215E+01 9.959E-03 -2.487E+00 -3.305E-01 ,
5312,4.813E-02 -1.907E-01 1.948E+01 -2.289E-02 -2.563E+00 -4.620E-01 ,
5313,-1.654E+00 3.235E-01 -5.602E+01 4.170E-02 -1.578E+00 1.094E+00 ,
5314,-1.453E-02 -1.161E-01 1.771E+01 -1.178E-02 -2.494E+00 -3.322E-01 ,
5315,-8.627E-01 8.243E+00 4.986E-01 -3.750E-01 -2.783E+00 -2.445E-03 ,
5316,9.240E-02 -1.041E+00 4.120E+00 -2.600E-02 -1.117E+01 1.014E-01 ,
5317,-7.393E-01 8.840E+00 4.991E-01 -1.474E-01 -2.842E+00 3.524E-02 ,
5318,1.146E-02 3.931E-02 1.836E+01 -1.371E-02 -2.288E+00 -4.608E-02 ,
5319,-1.270E+00 2.790E-01 4.363E+00 -2.971E-03 -1.709E+00 7.306E-02 ,
5320,-1.935E+00 -1.971E+00 -4.572E+00 -2.623E-01 -4.502E+00 3.743E-01 ,
5321,-9.504E-01 2.144E-01 6.583E+00 2.791E-02 -2.110E+00 -2.920E-03 ,
5322,-1.974E+00 -2.388E+00 -6.600E+00 -1.784E-01 -1.960E+00 1.407E+00 ,
5323,-1.652E+00 1.683E+00 4.206E-01 -2.185E-01 -9.713E-01 -4.430E-02 ,
5324,-1.261E+00 4.741E-01 2.895E+00 -5.597E-02 -1.599E+00 -2.418E-01 ,
5325,-5.779E+00 -5.777E+00 -1.611E+01 -3.499E-01 -4.967E+00 1.968E+00 ,
5326,-1.224E+00 5.249E+00 2.535E-01 -7.744E-01 -1.832E+00 -1.324E-02 ,
5327,-9.660E-02 -4.329E-02 5.685E-01 -2.372E-01 -9.822E+00 2.069E-02 ,
5328,-5.127E-02 9.399E-01 7.343E+00 -8.284E-02 -8.817E+00 -2.307E-01 ,
5329,-1.288E+00 4.576E-01 1.890E+00 -8.929E-02 -1.366E+00 -2.354E-01 ,
5330,-2.883E-01 -3.755E-01 -5.543E+00 -9.000E-01 -7.414E+00 4.515E-02 ,
5331,-2.443E-01 1.134E-01 1.239E+01 -6.783E-03 -2.251E+00 -7.832E-01 ,
5332,-5.116E+00 -5.053E+00 -1.339E+01 -1.948E-01 -5.498E+00 5.766E-01 ,
5333,-6.384E+00 -6.351E+00 -1.706E+01 -3.698E-01 -5.486E+00 9.981E-01 ,
5334,-7.752E+00 -7.789E+00 -1.982E+01 -3.515E-01 -5.255E+00 1.871E+00 ,
5335,-4.054E-01 1.542E-01 8.128E+00 -4.830E-02 -2.124E+00 -9.082E-01 ,
5336,-1.842E-02 1.212E+00 6.670E+00 -8.991E-02 -7.871E+00 -1.828E-01 ,
5337,-7.547E+00 -7.987E+00 -2.194E+01 -3.670E-01 -4.473E+00 3.317E+00 ,
5338,-6.177E-01 1.579E-01 5.912E+00 -5.638E-02 -1.902E+00 -7.694E-01 ,
5339,-2.241E+00 -4.162E+00 -4.659E+01 -4.356E-01 -5.163E+00 2.764E+00 ,
5340,-2.835E-01 -9.544E-01 -1.042E+01 -9.196E-01 -4.943E+00 4.004E-01 ,
5341,-9.107E+00 -8.991E+00 -2.446E+01 -3.866E-01 -5.097E+00 3.019E+00 ,
5342,-6.454E-02 8.075E-01 6.796E+00 -1.077E-01 -6.234E+00 -3.039E-01 ,
5343,-3.169E-01 4.757E-02 7.948E+00 -2.449E-02 -1.900E+00 -1.084E+00 ,
5344,-6.617E+00 -6.303E+00 -1.600E+01 1.275E-01 -4.875E+00 -9.970E-01 ,
5345,-1.448E+01 -2.145E+00 -6.525E+01 -1.674E-01 -4.513E+00 -6.127E-01 ,
5346,1.214E-01 5.877E-03 3.498E-01 -1.677E-01 -4.128E+00 -4.209E-02 ,
5347,-1.120E+01 -1.003E+01 -3.011E+01 -1.262E-01 -6.919E+00 1.091E+00 ,
5348,-5.250E-03 -5.022E-02 -7.743E+00 6.711E-01 -8.622E+00 1.697E-02 ,
5349,-1.638E+01 -1.378E+01 -4.425E+01 2.766E-02 -8.893E+00 -2.301E+00 ,
5350,-1.001E+01 -9.307E+00 -2.572E+01 1.551E-01 -6.375E+00 -5.152E-01 ,
5351,-5.750E+00 5.022E-02 -5.783E+01 -2.539E-02 -1.887E+00 2.041E-01 ,
5352,-5.499E+00 -2.291E-01 -5.679E+01 -1.096E-01 -2.646E+00 9.044E-01 ,
5353,-1.469E+00 5.543E-01 1.706E+00 -8.915E-02 -1.121E+00 -1.574E-01 ,
5354,6.400E-03 -3.319E-01 9.404E+00 6.669E-01 -8.864E+00 -2.269E-01 ,
5355,4.805E-03 5.849E-02 9.966E+00 7.932E-01 -7.615E+00 -4.406E-02 ,
5356,-2.491E+00 -2.380E+00 -6.272E+00 -3.087E-01 -4.521E+00 6.493E-01 ,
5357,-1.617E+00 4.617E-01 1.714E+00 -5.557E-02 -9.815E-01 -3.373E-02 ,
5358,-1.756E+00 3.910E-01 7.429E-01 -9.096E-03 -5.410E-01 -1.396E-02 ,
5359,-1.469E+00 4.266E-01 2.826E+00 -3.323E-02 -1.350E+00 6.666E-03 ,
5360,-1.545E+00 2.912E+00 5.650E-01 2.331E-03 -1.477E+00 3.071E-02 ,
5361,-1.684E+00 1.635E+00 4.664E-01 -5.899E-02 -9.871E-01 1.319E-02 ,
5362,-1.806E+01 -1.523E+01 -4.676E+01 1.263E-01 -9.265E+00 1.375E+00 ,
5363,-9.533E-01 2.678E-01 2.485E-01 -1.639E-01 -2.341E-01 -1.881E-01 ,
5364,-1.712E+00 9.041E-01 4.473E-01 -9.067E-02 -6.510E-01 -3.249E-02 ,
5365,-1.700E+00 4.372E-01 8.351E-01 -3.761E-02 -6.000E-01 -9.115E-02 ,
5366,-1.607E+00 4.016E-01 6.090E-01 -9.292E-02 -4.963E-01 -1.213E-01 ,
5367,-1.533E+00 7.134E-01 2.657E-01 -3.398E-01 -4.168E-01 -6.139E-02 ,
5368,-1.665E+00 4.386E-01 1.557E+00 2.648E-02 -9.204E-01 1.226E-03 ,
5369,-1.706E+00 1.515E+00 3.933E-01 9.557E-02 -9.198E-01 2.692E-03 ,
5370,-1.266E+00 2.817E-01 4.467E+00 -8.533E-03 -1.871E+00 -1.151E-01 ,
5371,-1.561E+00 1.644E+00 3.399E-01 -4.367E-01 -8.918E-01 -1.922E-02 ,
5372,-1.348E+00 4.483E-01 6.923E-01 -9.698E-02 -5.429E-01 -1.947E-01 ,
5373,-1.723E+01 -1.496E+01 -4.570E+01 -3.112E-01 -8.524E+00 3.860E+00 ,
5374,-1.190E+00 2.494E-01 4.587E+00 -2.473E-02 -1.836E+00 -2.624E-01 ,
5375,-1.506E+00 3.249E+00 5.888E-01 -1.747E-01 -1.548E+00 -1.967E-02 ,
5376,-7.177E-01 9.243E+00 4.334E-01 6.322E-02 -2.919E+00 4.237E-02 ,
5377,-9.309E-01 2.232E-01 6.816E+00 -2.764E-02 -1.961E+00 -2.184E-01 ,
5378,-1.609E+01 -1.262E+01 -4.631E+01 -1.077E-01 -8.693E+00 3.056E+00 ,
5379,-1.513E+00 2.957E+00 4.552E-01 -4.099E-01 -1.370E+00 -6.652E-02 ,
5380,-1.329E+00 5.120E+00 3.347E-01 -4.659E-01 -1.876E+00 3.838E-03 ,
5381,1.233E+00 2.046E+01 6.370E-01 6.336E-01 -4.494E+00 -2.394E-01 ,
5382,-7.972E-01 -2.572E+00 -2.602E+01 -9.638E-01 -5.195E+00 9.790E-01 ,
5383,-9.901E-01 2.449E-01 6.090E+00 3.752E-02 -1.839E+00 3.423E-01 ,
5384,-5.661E-02 -1.462E-01 5.542E+00 1.624E-02 -1.194E+01 -1.167E-02 ,
5385,-4.958E-01 8.497E-03 1.194E+01 -1.072E-02 -2.351E+00 -2.493E-01 ,
5386,-3.825E-02 7.834E-01 5.833E+00 3.250E-02 -1.202E+01 3.024E-02 ,
5387,-5.933E-01 9.815E+00 4.962E-01 -7.671E-01 -3.042E+00 3.247E-02 ,
5388,8.522E-01 1.814E+01 5.503E-01 3.276E-01 -4.005E+00 -1.172E-01 ,
5389,-7.181E-01 1.373E-01 9.486E+00 -1.220E-02 -2.076E+00 -1.041E-01 ,
5390,-4.682E-01 -4.031E-01 -2.901E+01 -6.588E-01 -5.706E+00 3.481E-02 ,
5391,3.843E-01 1.734E+01 2.259E-01 -6.795E-01 -3.869E+00 2.093E-01 ,
5392,7.548E-02 1.539E+00 5.263E+00 -1.023E-02 -1.217E+01 -2.437E-02 ,
5393,-3.773E-01 1.118E+01 4.651E-01 -5.057E-01 -3.150E+00 -3.954E-03 ,
5394,2.248E-01 1.517E+01 2.949E-01 -3.628E-01 -3.782E+00 1.204E-01 ,
5395,-1.812E-01 1.255E+01 4.665E-01 -2.941E-02 -3.388E+00 -1.078E-02 ,
5396,-4.173E+00 -4.143E+00 -1.002E+01 -4.682E-01 -3.971E+00 1.398E+00 ,
5397,8.132E-02 2.967E+00 4.809E+00 -1.282E-01 -1.172E+01 -5.852E-04 ,
