 Node ID, Tensor(Element Stresses (2D & 3D)),
2650,-2.288E-01 -1.076E+00 -3.181E+01 8.369E-01 -4.815E+00 -4.443E-01 ,
2651,-3.976E-01 -5.020E-01 -3.833E+01 9.681E-01 -4.207E+00 -1.524E-01 ,
2652,-6.966E+00 -9.752E+00 -2.749E+01 7.489E-01 1.880E-02 -5.790E+00 ,
2653,-1.800E+00 -5.822E+00 -2.778E+01 9.856E-01 -2.562E+00 -2.666E+00 ,
2654,-9.245E+00 -1.271E+01 -3.568E+01 8.469E-01 -6.738E-01 -7.486E+00 ,
2655,-2.142E+00 -6.195E+00 -3.470E+01 1.181E+00 -2.588E+00 -2.769E+00 ,
2656,-1.691E-01 4.968E-01 2.560E+00 1.573E+00 -2.650E+00 -1.288E-02 ,
2657,2.663E-02 -2.131E-01 -2.854E+00 9.530E-01 -3.573E+00 7.507E-02 ,
2658,-4.259E-01 -1.428E+00 -1.067E+01 1.083E+00 -3.436E+00 -4.552E-01 ,
2659,-5.507E-01 -1.831E+00 -1.583E+01 1.247E+00 -3.126E+00 -7.098E-01 ,
2660,4.683E-02 -1.583E-01 -6.543E+00 1.077E+00 -5.004E+00 1.432E-01 ,
2661,2.238E-02 3.853E-01 -3.962E-01 1.063E+00 -5.343E+00 1.068E-01 ,
2662,-2.240E-01 -1.012E+00 -1.293E+01 9.605E-01 -4.963E+00 4.571E-02 ,
2663,-2.471E-01 -7.054E-01 -1.814E+01 1.259E+00 -4.598E+00 -2.516E-01 ,
2664,1.135E+00 1.671E+00 3.772E+00 2.969E-01 8.368E-01 8.073E-01 ,
2665,-1.616E-01 -6.025E-01 -7.637E-01 1.221E+00 -1.073E+00 -6.003E-04 ,
2666,1.773E+00 3.794E+00 1.148E+01 6.777E-01 1.258E+00 2.074E+00 ,
2667,1.625E-01 1.846E+00 6.718E+00 1.268E+00 -9.876E-01 4.719E-01 ,
2668,-2.410E+00 -4.254E+00 -1.191E+01 6.694E-01 1.254E+00 -2.451E+00 ,
2669,-5.720E-01 -1.888E+00 -4.681E+00 4.443E-01 7.445E-01 -8.790E-01 ,
2670,-8.833E-01 -2.817E+00 -1.303E+01 1.189E+00 -1.809E+00 -1.272E+00 ,
2671,-2.075E-01 -1.599E+00 -6.718E+00 1.087E+00 -1.648E+00 -5.485E-01 ,
2672,-1.747E-02 -3.599E-01 3.831E+01 6.158E-01 -4.030E+00 -1.537E-01 ,
2673,-9.978E-02 -3.928E-02 3.227E+01 7.559E-01 -4.811E+00 -2.921E-01 ,
2674,3.212E-01 5.773E-01 2.643E+01 7.805E-01 -5.633E+00 5.142E-02 ,
2675,1.847E-01 3.205E-01 1.843E+01 8.296E-01 -6.022E+00 -1.098E-01 ,
2676,5.269E-01 9.634E-02 1.362E+01 9.949E-01 -6.277E+00 1.212E-01 ,
2677,9.525E-02 4.873E-01 7.823E+00 1.004E+00 -6.340E+00 9.368E-02 ,
2678,-1.545E-01 -3.520E-01 2.241E+01 7.030E-01 -6.192E+00 -1.554E-01 ,
2679,-1.361E-01 -7.184E-01 1.883E+01 5.694E-01 -7.101E+00 -1.811E-01 ,
2680,8.721E-02 -2.731E-01 1.569E+01 7.154E-01 -7.790E+00 -3.092E-01 ,
2681,-1.745E-03 -5.751E-01 1.181E+01 6.855E-01 -8.669E+00 -2.155E-01 ,
2682,1.305E-01 -3.037E-01 2.461E+01 6.270E-01 -6.682E+00 -9.194E-02 ,
2683,1.349E-01 -6.301E-01 3.037E+01 6.379E-01 -5.606E+00 -3.134E-01 ,
2684,-1.457E-02 -1.586E-01 2.780E+01 6.856E-01 -5.835E+00 -2.682E-01 ,
2685,2.049E-01 -4.623E-01 3.431E+01 6.610E-01 -4.838E+00 -3.371E-01 ,
2686,-6.407E-02 -9.105E-01 2.647E+01 7.027E-01 -6.769E+00 -3.279E-01 ,
2687,-2.288E-01 -4.353E-01 2.326E+01 5.333E-01 -7.325E+00 -1.560E-01 ,
2688,-8.775E-03 -3.818E-01 3.019E+01 7.365E-01 -5.842E+00 -3.872E-01 ,
2689,-1.534E-01 -5.137E-01 2.780E+01 6.508E-01 -6.744E+00 -3.857E-01 ,
2690,-1.296E-01 -5.327E-01 2.161E+01 6.116E-01 -7.313E+00 -1.817E-01 ,
2691,8.556E-02 -6.295E-01 1.710E+01 6.229E-01 -7.935E+00 -3.785E-01 ,
2692,-3.182E-02 -2.581E-02 1.822E+00 5.419E-01 -7.825E+00 8.031E-02 ,
2693,6.803E-02 -1.067E-01 7.495E+00 7.991E-01 -7.861E+00 1.208E-01 ,
2694,2.074E-01 -8.546E-02 1.201E+01 8.938E-01 -7.573E+00 -1.204E-01 ,
2695,2.440E-01 3.011E-01 1.030E+01 1.063E+00 -7.239E+00 -8.382E-03 ,
2696,-2.084E-03 -1.405E-01 5.488E+00 7.636E-01 -7.378E+00 8.041E-02 ,
2697,1.524E-01 1.668E-01 1.621E+01 7.352E-01 -7.105E+00 -1.755E-01 ,
2698,-7.586E-02 2.141E-02 1.413E+00 6.777E-01 -8.800E+00 -8.368E-02 ,
2699,-2.849E-01 -1.717E-01 4.978E+00 6.824E-01 -8.198E+00 5.051E-02 ,
2700,-9.766E-02 -2.739E-01 -4.135E+00 6.512E-01 -8.797E+00 7.539E-02 ,
2701,-4.517E-02 1.034E-01 -1.138E+00 9.171E-01 -8.490E+00 2.071E-02 ,
2702,-2.213E-01 -3.400E-01 6.608E+00 4.813E-01 -8.823E+00 -3.540E-02 ,
2703,-1.725E-01 -3.320E-01 1.059E+01 6.154E-01 -8.380E+00 -1.398E-01 ,
2704,1.121E+01 1.534E+01 4.367E+01 1.139E+00 -1.265E+00 9.088E+00 ,
2705,3.311E+00 6.999E+00 3.370E+01 1.002E+00 -2.736E+00 3.651E+00 ,
2706,1.077E+00 3.549E+00 2.840E+01 6.963E-01 -4.312E+00 1.272E+00 ,
2707,4.596E-01 1.361E+00 2.276E+01 8.878E-01 -4.971E+00 4.009E-01 ,
2708,2.639E+00 6.641E+00 4.129E+01 1.417E+00 -2.658E+00 3.650E+00 ,
2709,3.466E+00 6.332E+00 5.001E+01 6.808E-01 -3.792E+00 4.200E+00 ,
2710,1.379E+01 1.817E+01 5.386E+01 1.059E+00 -2.769E+00 1.069E+01 ,
2711,1.605E+01 1.923E+01 6.333E+01 8.103E-01 -4.388E+00 1.224E+01 ,
2712,1.085E+00 2.493E+00 4.075E+01 7.928E-01 -3.816E+00 1.510E+00 ,
2713,4.213E-01 9.283E-01 3.621E+01 6.740E-01 -4.423E+00 4.046E-01 ,
2714,1.378E+00 1.482E+00 4.676E+01 8.040E-01 -3.246E+00 1.486E+00 ,
2715,1.333E-01 3.733E-02 4.200E+01 9.782E-01 -3.152E+00 4.199E-01 ,
2716,8.498E-01 3.132E+00 3.493E+01 1.183E+00 -3.605E+00 1.347E+00 ,
2717,4.459E-01 1.207E+00 2.924E+01 8.719E-01 -4.747E+00 4.729E-01 ,
2718,1.400E+00 4.084E+00 1.916E+01 1.026E+00 -1.696E+00 1.575E+00 ,
2719,2.954E+00 5.798E+00 2.616E+01 6.700E-01 -2.342E+00 2.847E+00 ,
2720,8.357E+00 9.979E+00 2.709E+01 3.815E-01 1.877E-01 5.953E+00 ,
2721,9.913E+00 1.208E+01 3.442E+01 2.355E-01 -8.556E-01 7.491E+00 ,
2722,2.140E-01 4.839E-01 1.113E+01 1.125E+00 -4.898E+00 2.065E-01 ,
2723,4.902E-01 1.812E+00 1.355E+01 1.051E+00 -3.625E+00 3.618E-01 ,
2724,4.332E-01 1.115E+00 1.642E+01 8.950E-01 -5.140E+00 2.367E-01 ,
2725,6.440E-01 2.502E+00 2.010E+01 9.398E-01 -3.859E+00 6.833E-01 ,
2726,1.980E+00 5.038E-01 5.500E+01 -1.522E-02 -1.007E+00 -3.773E-02 ,
2727,1.552E+00 2.559E-01 5.419E+01 -2.184E-02 -1.040E+00 -5.509E-01 ,
2728,1.192E+00 3.445E-01 5.374E+01 6.688E-02 -7.875E-01 -4.524E-01 ,
2729,1.189E+00 3.417E-01 5.351E+01 -2.168E-01 -6.840E-01 -5.131E-01 ,
2730,5.086E-01 8.894E-02 5.330E+01 -1.612E-01 -6.182E-01 -6.546E-01 ,
2731,3.017E-01 4.261E-01 5.309E+01 -1.613E-02 -7.028E-01 -3.442E-01 ,
2732,4.944E-01 2.394E-01 5.152E+01 -2.003E-01 -1.561E+00 -7.981E-01 ,
2733,4.857E-01 -4.118E-01 4.826E+01 3.383E-02 -1.488E+00 -5.264E-01 ,
2734,3.618E-03 -4.301E-01 4.473E+01 5.174E-01 -2.165E+00 -6.430E-01 ,
2735,-1.403E-01 -6.203E-01 4.002E+01 2.224E-01 -3.576E+00 -2.591E-01 ,
2736,-3.611E-02 -6.257E-01 3.460E+01 4.593E-01 -4.947E+00 -4.150E-01 ,
2737,2.424E-01 7.603E-02 5.204E+01 -1.782E-01 -1.193E+00 -4.801E-01 ,
2738,7.395E-01 4.407E-01 5.069E+01 -3.840E-01 -8.276E-01 -7.008E-01 ,
2739,4.724E-01 2.090E-02 4.655E+01 -1.823E-01 -1.087E+00 -5.762E-01 ,
2740,7.608E-02 -4.024E-01 4.453E+01 2.971E-01 -1.554E+00 -8.747E-01 ,
2741,-2.256E-01 -2.515E-01 4.053E+01 3.832E-01 -2.300E+00 -6.542E-01 ,
2742,-2.536E-01 -2.233E-01 3.689E+01 2.264E-01 -3.277E+00 -4.658E-01 ,
2743,-2.167E-01 -2.603E-01 3.322E+01 3.488E-01 -4.127E+00 -3.348E-01 ,
2744,-1.914E-01 -5.186E-01 3.005E+01 2.745E-01 -5.042E+00 -2.289E-01 ,
2745,-5.820E-02 -1.802E-01 2.701E+01 1.124E-01 -6.064E+00 -2.696E-01 ,
2746,1.994E-01 -3.378E-01 4.363E+01 9.297E-02 -1.411E+00 -4.295E-01 ,
2747,2.081E-01 -1.222E-01 4.521E+01 -7.675E-02 -1.425E+00 -7.376E-01 ,
2748,3.132E-01 -2.249E-02 4.494E+01 -1.359E-01 -1.189E+00 -9.903E-01 ,
2749,6.369E-01 1.742E-01 4.622E+01 -7.042E-02 -6.210E-01 -9.983E-01 ,
2750,6.718E-01 2.386E-01 4.580E+01 5.947E-03 -9.295E-01 -1.010E+00 ,
2751,8.323E-01 4.074E-01 4.561E+01 -3.816E-02 -9.559E-01 -8.658E-01 ,
2752,3.987E-01 2.709E-01 4.566E+01 -5.349E-02 -8.266E-01 -1.027E+00 ,
2753,9.021E-01 4.476E-01 5.200E+01 -1.175E-01 -1.163E+00 -7.555E-01 ,
2754,4.159E-01 1.031E-02 5.010E+01 -1.034E-01 -1.249E+00 -7.748E-01 ,
2755,6.508E-01 2.860E-01 4.897E+01 3.626E-02 -8.336E-01 -1.071E+00 ,
2756,6.398E-01 3.272E-01 4.689E+01 5.667E-02 -1.016E+00 -1.220E+00 ,
2757,6.520E-01 4.283E-01 5.058E+01 1.391E-01 -1.392E+00 -5.878E-01 ,
2758,8.030E-01 3.875E-01 5.055E+01 2.516E-01 -1.247E+00 -7.933E-01 ,
2759,8.190E-01 2.817E-01 5.070E+01 2.349E-02 -1.003E+00 -4.437E-01 ,
2760,1.633E+00 8.060E-01 5.288E+01 1.260E-01 -1.000E+00 -6.255E-01 ,
2761,1.068E+00 5.368E-01 5.354E+01 -1.025E-01 -8.543E-01 -3.272E-01 ,
2762,1.342E+00 6.631E-01 5.181E+01 1.303E-01 -1.080E+00 -7.487E-01 ,
2763,6.003E-01 2.712E-01 4.979E+01 1.854E-01 -1.045E+00 -8.836E-01 ,
2764,5.202E-01 2.244E-01 4.826E+01 -4.286E-02 -1.272E+00 -9.389E-01 ,
2765,5.755E-01 2.791E-01 5.051E+01 7.418E-02 -8.816E-01 -7.569E-01 ,
2766,6.626E-01 2.571E-01 4.806E+01 5.466E-03 -7.602E-01 -8.239E-01 ,
2767,9.875E-01 2.497E-01 4.767E+01 7.424E-02 -9.596E-01 -8.070E-01 ,
2768,7.368E-01 4.298E-01 4.948E+01 -3.894E-02 -1.433E+00 -1.031E+00 ,
2769,4.860E-01 7.974E-02 4.708E+01 3.249E-03 -1.181E+00 -1.235E+00 ,
2770,5.585E-01 2.540E-01 5.059E+01 -4.872E-02 -9.501E-01 -7.271E-01 ,
2771,6.454E-01 -9.165E-02 5.137E+01 2.220E-02 -8.519E-01 -1.224E+00 ,
2772,3.174E-01 1.661E-01 5.207E+01 -1.515E-01 -6.790E-01 -6.962E-01 ,
2773,5.758E-01 2.425E-01 5.165E+01 -6.448E-02 -8.384E-01 -7.941E-01 ,
2774,3.588E-01 -3.784E-01 4.747E+01 7.104E-02 -1.209E+00 -5.024E-01 ,
2775,1.587E-01 -5.595E-02 4.711E+01 7.407E-02 -8.678E-01 -6.332E-01 ,
2776,4.444E-01 -3.324E-01 4.772E+01 6.173E-02 -1.321E+00 -6.865E-01 ,
2777,5.446E-01 3.559E-02 4.785E+01 6.420E-02 -9.018E-01 -9.823E-01 ,
2778,1.969E-01 1.858E-01 4.288E+01 -1.279E-01 -1.059E+00 -9.365E-01 ,
2779,3.726E-01 2.051E-01 4.110E+01 -1.499E-01 -1.259E+00 -1.101E+00 ,
2780,1.522E-01 1.817E-01 3.851E+01 -7.043E-02 -1.284E+00 -8.913E-01 ,
2781,3.199E-01 8.350E-02 3.783E+01 -7.597E-02 -1.434E+00 -7.579E-01 ,
2782,2.359E-01 1.405E-01 4.154E+01 -4.693E-02 -1.264E+00 -1.141E+00 ,
2783,4.123E-01 2.523E-01 4.138E+01 1.026E-01 -9.600E-01 -1.174E+00 ,
2784,2.762E-01 1.216E-01 4.145E+01 1.090E-01 -1.057E+00 -1.168E+00 ,
2785,4.280E-01 1.983E-01 4.370E+01 1.234E-01 -1.072E+00 -9.466E-01 ,
2786,4.443E-01 1.510E-01 4.293E+01 8.897E-02 -9.520E-01 -1.030E+00 ,
2787,2.609E-01 4.216E-01 4.375E+01 -1.836E-03 -9.989E-01 -1.169E+00 ,
2788,1.546E-01 9.815E-02 3.912E+01 1.228E-01 -1.263E+00 -1.038E+00 ,
2789,4.509E-01 4.095E-01 3.788E+01 1.475E-01 -1.209E+00 -1.146E+00 ,
2790,4.596E-01 1.407E-01 3.972E+01 -2.802E-02 -1.424E+00 -1.166E+00 ,
2791,7.087E-01 3.248E-01 3.990E+01 1.136E-01 -1.135E+00 -9.891E-01 ,
2792,2.523E-01 2.637E-01 3.718E+01 -2.171E-04 -1.350E+00 -1.054E+00 ,
2793,1.487E-01 3.596E-02 3.737E+01 7.809E-02 -1.636E+00 -1.003E+00 ,
2794,4.754E-01 3.147E-01 3.965E+01 -1.532E-02 -1.229E+00 -1.279E+00 ,
2795,4.100E-01 3.077E-01 3.783E+01 -1.063E-01 -1.009E+00 -9.409E-01 ,
2796,7.203E-02 -1.168E-01 3.646E+01 2.818E-01 -3.074E+00 -4.606E-01 ,
2797,3.718E-01 -8.170E-02 3.980E+01 -5.531E-02 -1.545E+00 -3.286E-01 ,
2798,6.158E-01 4.293E-01 4.136E+01 -2.716E-01 -1.130E+00 -7.903E-01 ,
2799,4.182E-01 3.401E-01 4.242E+01 -2.479E-01 -1.392E+00 -5.058E-01 ,
2800,1.515E-01 -1.963E-01 3.977E+01 1.027E-01 -1.842E+00 -4.501E-01 ,
2801,4.751E-01 5.269E-01 4.339E+01 -4.905E-02 -1.439E+00 -9.045E-01 ,
2802,7.365E-02 -8.966E-02 3.331E+01 3.422E-01 -2.934E+00 -5.322E-01 ,
2803,4.591E-01 -1.281E-02 3.705E+01 1.931E-01 -2.177E+00 -4.655E-01 ,
2804,-8.873E-02 -7.697E-01 3.000E+01 4.650E-01 -4.753E+00 -4.375E-01 ,
2805,1.551E-01 -3.792E-02 3.415E+01 4.077E-01 -3.910E+00 -4.798E-01 ,
2806,2.913E-01 -1.934E-01 3.609E+01 7.049E-02 -1.658E+00 -4.329E-01 ,
2807,2.031E-01 -2.339E-02 3.862E+01 -1.136E-01 -1.493E+00 -3.725E-01 ,
2808,3.024E-01 -4.541E-01 2.275E+01 4.214E-01 -8.067E+00 -9.887E-02 ,
2809,2.513E-01 -3.143E-01 2.717E+01 1.149E-01 -6.659E+00 -2.128E-01 ,
2810,1.838E-01 -2.047E-01 3.165E+01 4.322E-01 -5.791E+00 -2.264E-01 ,
2811,1.456E-02 -5.899E-02 3.611E+01 1.821E-01 -4.064E+00 -4.408E-01 ,
2812,-8.076E-02 -2.632E-01 3.081E+01 3.663E-01 -6.015E+00 -2.191E-02 ,
2813,-1.607E-02 -4.447E-01 3.438E+01 3.271E-01 -4.958E+00 -2.296E-01 ,
2814,-1.832E-02 -4.851E-01 3.778E+01 1.768E-01 -4.150E+00 -1.626E-01 ,
2815,1.739E-02 -4.957E-01 4.128E+01 2.740E-01 -3.265E+00 -3.574E-01 ,
2816,-2.912E-01 -4.300E-01 3.003E+01 4.728E-01 -6.234E+00 -2.101E-01 ,
2817,-2.064E-01 -8.083E-01 2.447E+01 4.512E-01 -7.284E+00 -2.362E-01 ,
2818,-2.798E-01 -5.180E-01 2.585E+01 3.975E-01 -7.008E+00 -3.495E-03 ,
2819,-2.211E-01 -4.413E-01 3.687E+01 3.548E-01 -4.316E+00 -2.626E-01 ,
2820,-4.934E-02 -4.113E-01 3.313E+01 5.036E-01 -5.315E+00 -2.778E-01 ,
2821,6.941E-03 -8.237E-01 3.099E+01 4.568E-01 -5.920E+00 -4.778E-01 ,
2822,8.989E-03 -1.346E-01 2.864E+01 4.565E-01 -6.709E+00 -4.289E-01 ,
2823,4.969E-01 8.466E-02 4.375E+01 2.895E-01 -2.022E+00 -7.035E-01 ,
2824,-8.940E-02 -6.276E-01 3.898E+01 3.267E-01 -3.736E+00 -4.087E-01 ,
2825,9.810E-02 -2.840E-01 3.993E+01 2.167E-01 -3.151E+00 -4.147E-01 ,
2826,3.069E-01 -8.384E-02 3.552E+01 3.800E-01 -4.645E+00 -1.888E-01 ,
2827,6.123E-01 9.170E-04 5.074E+01 -1.256E-01 -1.423E+00 -5.871E-01 ,
2828,7.456E-01 7.659E-02 4.760E+01 1.212E-01 -1.377E+00 -6.519E-01 ,
2829,4.250E-01 -1.922E-01 4.602E+01 3.616E-01 -1.917E+00 -5.732E-01 ,
2830,1.729E-01 -3.004E-01 4.304E+01 4.236E-01 -2.838E+00 -5.551E-01 ,
2831,7.518E-02 -3.344E-01 1.790E+01 2.613E-01 -8.606E+00 -1.701E-01 ,
2832,4.556E-02 -1.357E-01 2.214E+01 2.789E-01 -7.960E+00 -2.535E-01 ,
2833,-9.483E-02 -3.597E-01 2.505E+01 4.051E-01 -7.128E+00 -1.350E-01 ,
2834,-8.457E-02 -2.459E-01 2.916E+01 1.485E-01 -5.752E+00 -1.374E-01 ,
2835,2.462E-01 -1.251E-01 2.360E+01 3.431E-01 -7.571E+00 -1.872E-01 ,
2836,8.272E-02 -3.287E-01 1.970E+01 4.538E-01 -8.642E+00 -8.100E-02 ,
2837,4.936E-02 -6.041E-01 2.796E+01 4.009E-01 -6.415E+00 -1.226E-01 ,
2838,-5.185E-02 -1.366E-01 3.225E+01 4.404E-01 -4.945E+00 -3.289E-01 ,
2839,-1.192E-01 -7.820E-01 1.888E+01 1.733E-01 -8.561E+00 -8.899E-02 ,
2840,-2.075E-01 -6.970E-01 2.217E+01 3.201E-01 -7.889E+00 -8.656E-02 ,
2841,-1.636E-01 -4.689E-01 1.504E+01 3.792E-01 -9.323E+00 -7.313E-02 ,
2842,-1.475E-01 -5.314E-01 1.839E+01 3.529E-01 -8.783E+00 -1.179E-01 ,
2843,1.611E-03 -5.033E-01 1.531E+01 4.687E-01 -9.377E+00 -1.407E-01 ,
2844,-1.861E-01 -3.129E-01 2.273E+01 3.572E-01 -7.440E+00 -1.714E-01 ,
2845,7.360E-02 4.546E-02 2.588E+01 2.663E-01 -6.930E+00 -8.552E-02 ,
2846,2.922E+01 1.799E+01 8.269E+01 -1.152E+00 -1.352E+01 8.711E+00 ,
2847,1.500E+01 3.834E+00 7.175E+01 -2.121E-01 -4.941E+00 7.725E+00 ,
2848,8.844E+00 1.238E+00 6.798E+01 -2.642E-01 -2.345E+00 5.963E+00 ,
2849,5.123E+00 9.282E-01 6.552E+01 -3.095E-01 -1.179E+00 3.867E+00 ,
2850,2.391E+00 4.153E-01 6.242E+01 -1.743E-01 -1.156E+00 2.407E+00 ,
2851,1.549E+00 4.146E-01 6.043E+01 7.392E-02 -9.718E-01 7.677E-01 ,
2852,1.018E+00 2.369E-01 5.802E+01 -2.588E-03 -1.027E+00 -2.445E-01 ,
2853,7.207E-01 4.641E-01 5.634E+01 6.135E-03 -6.953E-01 -5.298E-01 ,
2854,2.284E-01 -5.658E-02 5.361E+01 -1.188E-01 -1.089E+00 -5.740E-01 ,
2855,3.751E+00 5.378E-01 6.236E+01 2.251E-02 -7.889E-01 2.270E+00 ,
2856,5.830E+00 4.184E-01 6.332E+01 -7.988E-02 -1.202E+00 2.295E+00 ,
2857,6.757E+00 2.166E-01 6.361E+01 4.924E-02 -1.527E+00 2.291E+00 ,
2858,7.225E+00 3.307E-01 6.323E+01 7.419E-02 -1.325E+00 1.760E+00 ,
2859,7.651E+00 5.347E-01 6.394E+01 2.827E-02 -1.047E+00 1.370E+00 ,
2860,3.271E+01 2.290E+01 8.489E+01 1.009E+00 -1.573E+01 2.616E+00 ,
2861,1.852E+01 5.056E+00 7.384E+01 2.151E-01 -5.534E+00 3.516E+00 ,
2862,1.235E+01 1.438E+00 6.780E+01 1.205E-01 -2.584E+00 3.959E+00 ,
2863,8.794E+00 7.767E-01 6.493E+01 1.680E-01 -1.535E+00 3.268E+00 ,
2864,1.942E+01 5.725E+00 7.307E+01 -7.962E-02 -6.848E+00 2.091E+00 ,
2865,1.927E+01 3.794E+00 7.222E+01 -7.923E-01 -5.735E+00 2.043E+00 ,
2866,3.148E+01 1.971E+01 8.335E+01 -1.700E+00 -1.485E+01 2.865E+00 ,
2867,3.079E+01 1.862E+01 8.374E+01 -3.354E-01 -1.480E+01 1.253E+00 ,
2868,1.389E+01 1.975E+00 6.846E+01 -9.670E-02 -2.946E+00 1.763E+00 ,
2869,1.012E+01 8.750E-01 6.492E+01 2.500E-01 -1.639E+00 2.028E+00 ,
2870,1.056E+01 1.110E+00 6.551E+01 1.438E-01 -1.625E+00 1.313E+00 ,
2871,1.339E+01 1.590E+00 6.753E+01 4.398E-01 -2.682E+00 2.599E+00 ,
2872,9.321E+00 7.765E-01 6.513E+01 3.878E-01 -1.395E+00 3.000E+00 ,
2873,1.778E+01 4.987E+00 7.184E+01 2.667E-01 -5.743E+00 6.075E+00 ,
2874,1.866E+01 5.819E+00 7.305E+01 1.381E-01 -6.414E+00 4.623E+00 ,
2875,3.370E+01 2.568E+01 8.645E+01 5.727E-01 -1.737E+01 5.859E+00 ,
2876,3.267E+01 2.338E+01 8.456E+01 3.591E-01 -1.578E+01 4.965E+00 ,
2877,1.157E+01 1.990E+00 6.750E+01 -1.135E-01 -2.755E+00 5.397E+00 ,
2878,1.205E+01 1.947E+00 6.739E+01 1.873E-01 -3.046E+00 4.150E+00 ,
2879,7.814E+00 1.173E+00 6.595E+01 -1.354E-01 -1.258E+00 3.900E+00 ,
2880,4.950E+00 4.595E-01 6.247E+01 -4.811E-02 -9.513E-01 1.292E+00 ,
2881,2.853E+00 1.988E-01 6.047E+01 -2.353E-02 -5.476E-01 6.005E-01 ,
2882,1.626E+00 4.110E-01 5.860E+01 -6.466E-02 -5.098E-01 -2.790E-02 ,
2883,1.380E+00 -1.581E-02 5.684E+01 -4.051E-01 -5.189E-01 -2.527E-01 ,
2884,3.627E+00 4.145E-02 6.019E+01 -1.473E-02 -1.010E+00 6.714E-01 ,
2885,4.484E+00 4.824E-01 6.107E+01 1.954E-01 -1.040E+00 9.976E-01 ,
2886,4.198E+00 4.993E-01 6.002E+01 1.958E-02 -7.957E-01 4.396E-01 ,
2887,5.895E+00 4.583E-01 6.227E+01 8.657E-02 -9.258E-01 1.163E+00 ,
2888,6.155E+00 6.935E-02 6.250E+01 9.310E-02 -7.742E-01 8.268E-01 ,
2889,5.373E+00 4.721E-01 6.291E+01 6.277E-02 -1.031E+00 1.431E+00 ,
2890,2.917E+00 1.196E-01 5.883E+01 1.196E-02 -1.555E+00 1.980E-01 ,
2891,2.163E+00 5.192E-01 5.717E+01 -1.420E-02 -9.493E-01 -2.804E-01 ,
2892,3.093E+00 1.868E-01 5.892E+01 1.476E-01 -9.560E-01 3.604E-01 ,
2893,2.702E+00 5.641E-01 5.690E+01 7.001E-02 -1.139E+00 1.010E-01 ,
2894,2.052E+00 2.383E-01 5.686E+01 -3.304E-02 -8.997E-01 2.494E-01 ,
2895,2.358E+00 2.344E-01 5.841E+01 4.590E-02 -1.003E+00 -1.092E-01 ,
2896,1.829E+00 5.139E-01 5.699E+01 1.794E-02 -4.979E-01 -2.424E-01 ,
2897,1.373E+00 2.240E-01 6.017E+01 -1.612E-01 -9.899E-01 6.583E-01 ,
2898,2.095E+00 2.468E-01 6.067E+01 -1.468E-01 -4.225E-01 8.419E-01 ,
2899,2.220E+00 2.630E-01 6.214E+01 6.916E-03 -6.464E-01 1.536E+00 ,
2900,3.485E+00 1.999E-01 6.282E+01 -2.215E-01 -5.977E-01 1.396E+00 ,
2901,7.021E-01 3.624E-01 5.798E+01 1.865E-01 -1.049E+00 -3.390E-01 ,
2902,1.403E+00 4.099E-01 5.743E+01 -8.315E-02 -6.539E-01 6.155E-04 ,
2903,3.310E-01 9.949E-02 5.564E+01 2.552E-02 -6.725E-01 -4.554E-01 ,
2904,2.707E-01 -6.451E-01 5.099E+01 1.627E-01 -1.459E+00 1.633E-01 ,
2905,4.291E-01 -4.445E-01 5.644E+01 5.671E-02 -3.794E-01 3.416E-02 ,
2906,8.383E-01 6.778E-02 6.030E+01 -3.803E-01 -2.417E-01 7.627E-01 ,
2907,1.739E+00 4.150E-01 6.141E+01 5.159E-02 -8.077E-01 1.173E+00 ,
2908,8.311E-01 -6.896E-01 5.973E+01 -1.764E-01 -9.539E-02 7.613E-01 ,
2909,2.079E+00 4.890E-02 6.831E+01 -3.840E-01 -4.397E-01 2.943E+00 ,
2910,7.292E+00 4.064E+00 7.463E+01 1.059E-01 -2.843E+00 7.784E+00 ,
2911,2.376E+01 1.949E+01 8.268E+01 4.096E-01 -1.229E+01 1.439E+01 ,
2912,5.864E-01 8.467E-03 6.157E+01 6.967E-01 -1.528E+00 1.570E+00 ,
2913,9.157E-02 -6.965E-01 5.434E+01 6.564E-01 -5.490E-01 -1.785E-02 ,
2914,2.818E+00 1.980E+00 7.220E+01 -4.183E-01 -2.900E+00 5.462E+00 ,
2915,2.356E+00 3.567E+00 6.826E+01 1.284E+00 -3.093E+00 5.212E+00 ,
2916,2.399E+01 2.430E+01 9.104E+01 -1.647E-01 -1.327E+01 1.650E+01 ,
2917,5.730E+00 1.095E+01 8.217E+01 -5.681E-01 -7.200E+00 1.194E+01 ,
2918,6.931E+00 1.580E+00 6.909E+01 -3.260E-01 -2.817E+00 6.035E+00 ,
2919,3.500E+00 6.994E-01 6.814E+01 -3.429E-01 -1.672E+00 4.754E+00 ,
2920,2.822E+00 7.159E-01 6.556E+01 -4.075E-01 -1.495E+00 3.079E+00 ,
2921,1.400E+00 7.890E-02 6.305E+01 -3.048E-01 -6.058E-01 1.837E+00 ,
2922,2.689E+01 1.750E+01 7.865E+01 1.446E+00 -1.310E+01 9.593E+00 ,
2923,1.450E+01 4.657E+00 7.304E+01 2.010E-01 -5.713E+00 8.604E+00 ,
2924,2.517E+01 1.656E+01 7.956E+01 -2.371E-01 -1.254E+01 1.223E+01 ,
2925,9.626E+00 3.329E+00 7.116E+01 -4.131E-01 -4.427E+00 8.717E+00 ,
